"Age","Used.Last.Month.Cosmetics","Used.Last.Month.Perfumes","Used.Last.Month.Skincare","Purchase.Frequency.Cosmetics","Purchase.Frequency.Perfumes","Purchase.Frequency.Skincare","POS.Department.Stores","POS.Boutiques","POS.Duty.Free","POS.Online","Purchase.Amount.Cosmetics","Purchase.Amount.Perfumes","Purchase.Amount.Skincare","Purchase.Touchpoint.Friends.and.Family.Cosmetics","Purchase.Touchpoint.Friends.and.Family.Perfumes","Purchase.Touchpoint.Friends.and.Family.Skincare","Purchase.Touchpoint.Magazines.Cosmetics","Purchase.Touchpoint.Magazines.Perfumes","Purchase.Touchpoint.Magazines.Skincare","Purchase.Touchpoint.Web.Sites.and.Blogs.Cosmetics","Purchase.Touchpoint.Web.Sites.and.Blogs.Perfumes","Purchase.Touchpoint.Web.Sites.and.Blogs.Skincare","Purchase.Touchpoint.POS.Cosmetics","Purchase.Touchpoint.POS.Perfumes","Purchase.Touchpoint.POS.Skincare","Purchase.Touchpoint.Social.Media.Cosmetics","Purchase.Touchpoint.Social.Media.Perfumes","Purchase.Touchpoint.Social.Media.Skincare","Purchase.Touchpoint.TV.Cosmetics","Purchase.Touchpoint.TV.Perfumes","Purchase.Touchpoint.TV.Skincare","Purchase.Touchpoint.OOH.Cosmetics","Purchase.Touchpoint.OOH.Perfumes","Purchase.Touchpoint.OOH.Skincare","Purchase.Touchpoint.Online.Display.Cosmetics","Purchase.Touchpoint.Online.Display.Perfumes","Purchase.Touchpoint.Online.Display.Skincare","Activity.Frequency.Restaurants","Activity.Frequency.Movie.Theater","Activity.Frequency.Theater.and.Shows","Activity.Frequency.Bars.and.Night.Clubs","Activity.Frequency.Excercise","Actitude.Luxury.Category","Actitude.Luxury.Purchases","Actitude.Tendencies.Cosmetics","Actitude.Tendencies.Perfumes","Actitude.Tendencies.Skincare","Brand.Identification.Cosmetics","Brand.Identification.Perfumes","Brand.Identification.Skincare","Purchase.Chanel.Cosmetics","Purchase.Chanel.Perfumes","Purchase.Chanel.Skincare","Marital.Status","Motherhood.Status","Educational.Level","Occupation","Socioeconomic.Status"
25,"Sí","Sí","Sí",1,3,1,1,1,1,1,2000,3500,500,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,7,15,15,7,7,"Exclusividad","Me gusta sentirme bien","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","MAC","No. 5","Lancomê","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
49,"Sí","Sí","Sí",6,12,6,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,30,90,90,0,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Estée Lauder","J'adore","Lancomê","No","No","No","Divorciada/Separada","Sí","Báscio / Ensino Fundamental","EMPRESARIA",1
50,"Sí","Sí","Sí",3,6,1,1,0,0,0,500,500,500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,90,90,30,15,"Un precio alto","Me gustan los placeres de la vida","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","Coco Mademoiselle","Clinique","No","Sí","No","Divorciada/Separada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",1
29,"Sí","Sí","Sí",1,3,1,1,1,0,0,500,2000,2000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,30,15,30,15,7,"Prestigio","Me gusta sentirme bien","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Lancomê","Guess","Biotherm","No","Sí","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
20,"Sí","Sí","Sí",3,12,6,1,0,0,0,500,500,500,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,15,90,0,15,"Prestigio","Me gustan los placeres de la vida","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","Cool Water","Lancomê","No","No","No","Soltera","No","Báscio / Ensino Fundamental","ESTUDIANTE",2
42,"Sí","Sí","Sí",1,6,3,1,0,0,0,2000,3500,2000,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15,30,90,30,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Lancomê","212 VIP","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
23,"Sí","Sí","Sí",1,3,1,1,1,0,0,500,2000,500,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,7,15,30,30,7,"Calidad excepcional","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","J'adore","Biotherm","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
38,"Sí","Sí","Sí",1,1,1,1,1,0,0,2000,3500,2000,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,15,15,30,15,7,"Calidad excepcional","Me gustan los placeres de la vida","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Lancomê","212 VIP","Clinique","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
46,"Sí","Sí","Sí",1,3,1,1,0,0,0,2000,2000,500,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,30,0,30,7,"Calidad excepcional","Me gusta ser diferente","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Chanel","Coco Mademoiselle","Clinique","No","Sí","No","Divorciada/Separada","Sí","Báscio / Ensino Fundamental","PROFESIONISTA",1
40,"Sí","Sí","Sí",12,12,6,1,0,0,0,2000,2000,2000,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,7,7,30,90,7,"Calidad excepcional","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Chanel","Happy","Lancomê","Sí","No","Sí","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
30,"Sí","Sí","Sí",1,6,3,1,1,0,1,2000,3500,2000,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,7,15,30,7,7,"Calidad excepcional","Me gustan los placeres de la vida","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Lancomê","No. 5","Clinique","Sí","Sí","No","Divorciada/Separada","No","Licenciatura / Ensino Superior","EMPLEADA",2
38,"Sí","Sí","Sí",6,6,3,1,0,0,1,500,2000,500,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,30,30,90,90,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Lancomê","212 VIP","Biotherm","No","No","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",2
27,"Sí","Sí","Sí",3,12,6,1,0,0,0,500,2000,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15,30,30,90,90,"Calidad excepcional","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","MAC","ralph laurent","Clinique","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
33,"Sí","Sí","Sí",1,6,3,1,1,0,1,500,2000,2000,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,7,30,90,7,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Otra. ¿Cuál?","Flower bomb","Josie maran","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
44,"Sí","Sí","Sí",6,12,3,1,0,0,1,500,2000,2000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30,30,90,30,7,"Exclusividad","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","Coco Mademoiselle","Biotherm","No","Sí","No","Soltera","Sí","Posgrado / Pós-graduação","MAESTRA",2
33,"Sí","Sí","Sí",6,12,6,1,0,0,0,500,500,500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,30,0,90,7,"Calidad excepcional","Me gusta demostrar mi estatus","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Estée Lauder","212 VIP","Estée Lauder","No","No","No","Soltera","No","Báscio / Ensino Fundamental","PROFESIONISTA",1
35,"Sí","Sí","Sí",12,0,12,1,1,0,0,500,500,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,90,0,0,0,"Un precio alto","He trabajado duro para tenerlos","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","Firtst, Van Cleef","im","No","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
31,"Sí","Sí","Sí",1,3,1,1,1,0,0,500,500,2000,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,15,30,15,30,7,"Calidad excepcional","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Nunca estoy familiarizada con las nuevas tendencias","Clinique","CH","Biotherm","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
41,"Sí","Sí","Sí",6,12,1,1,0,0,0,2000,2000,500,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,90,0,0,15,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Estée Lauder","poison","Clinique","Sí","No","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
47,"Sí","Sí","Sí",1,6,1,1,0,0,0,500,2000,2000,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,30,30,90,0,7,"Exclusividad","Me gusta ser diferente","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Estée Lauder","J'adore","Clarins","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",1
47,"Sí","Sí","Sí",1,3,1,1,0,0,1,2000,3500,2000,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,7,15,30,7,7,"Exclusividad","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Adopto algunas de las tendencias después de conocerlas","MAC","212 VIP","Clinique","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
22,"Sí","Sí","Sí",6,6,6,1,0,0,0,500,500,500,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,90,7,90,0,15,"Exclusividad","Me gusta sentirme bien","Adopto algunas de las tendencias después de conocerlas","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","Chanel","No. 5","Clinique","Sí","Sí","Sí","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
47,"Sí","Sí","Sí",1,1,1,1,1,0,0,500,500,500,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,30,90,90,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","pleassures","Lancomê","No","Sí","No","Casada","Sí","Báscio / Ensino Fundamental","EMPLEADA",2
39,"Sí","Sí","Sí",1,3,1,1,0,1,1,500,2000,500,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,7,30,30,30,7,"Calidad excepcional","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Generalmente estoy poco familiarizada con las nuevas tendencias","Lancomê","J'adore","Biotherm","Sí","Sí","Sí","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
43,"Sí","Sí","No",1,3,6,1,1,0,0,500,500,500,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,90,90,15,0,"Calidad excepcional","He trabajado duro para tenerlos","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","MAC","Sublime CH","Clinique","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",1
39,"Sí","Sí","Sí",6,6,6,1,0,1,0,500,2000,500,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,15,90,90,7,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Clinique","Acqua di Gioia","Clarins","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",2
41,"Sí","Sí","Sí",3,12,1,1,0,0,0,2000,2000,500,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,90,90,90,0,15,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Estée Lauder","dali","Clinique","Sí","No","No","Soltera","No","Posgrado / Pós-graduação","EMPRESARIA",2
23,"Sí","Sí","Sí",1,1,1,1,0,0,0,5000,5000,5000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,7,7,7,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Chanel","Coco Mademoiselle","Clinique","Sí","Sí","Sí","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
32,"Sí","Sí","Sí",1,1,1,1,1,0,1,500,500,500,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,7,7,30,7,7,"Prestigio","Me gusta ser diferente","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Otra. ¿Cuál?","la vida es  bella","bottega verde","No","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
24,"Sí","Sí","Sí",3,6,6,1,0,1,0,500,500,2000,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,15,30,90,90,7,"Un precio alto","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Me gusta adoptar rápidamente las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Clinique","Acqua di Gioia","Clinique","No","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
23,"Sí","Sí","Sí",1,3,6,0,0,0,1,500,500,2000,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,15,7,0,30,7,"Un precio alto","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","Marykay","Marykay","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",2
52,"Sí","Sí","Sí",6,12,6,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,90,90,90,0,0,"Exclusividad","Me gustan los placeres de la vida","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Clinique","hallowing","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","CANTANTE",1
21,"Sí","Sí","Sí",3,1,1,1,0,0,1,2000,3500,3500,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,7,30,7,7,7,"Exclusividad","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Dior","Lola Marc Jacobs","Dior","Sí","Sí","Sí","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",2
29,"Sí","Sí","Sí",12,12,3,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30,90,0,30,7,"Un precio alto","Me gusta sentirme bien","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","en realidad con ninguno","st ives","No","No","No","Soltera","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
50,"Sí","Sí","Sí",6,12,1,1,0,0,0,500,2000,500,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,7,30,90,0,7,"Prestigio","Busco la mejor calidad","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","Dolce Gabbana","Clinique","Sí","No","Sí","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",2
50,"Sí","Sí","Sí",6,6,6,1,0,0,0,500,500,500,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,30,90,0,90,0,"Calidad excepcional","Estoy acostumbrada a ellos","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Otra. ¿Cuál?","Anais","L'oreal","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
30,"Sí","Sí","Sí",3,6,1,1,1,0,1,500,2000,500,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,7,15,30,15,7,"Exclusividad","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Lancomê","CH","Estée Lauder","No","Sí","No","Casada","No","Licenciatura / Ensino Superior","EMPRESARIA",2
37,"Sí","Sí","Sí",1,3,3,1,1,0,0,500,500,500,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,15,30,30,15,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","MAC","Chance","Clinique","No","Sí","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
21,"Sí","Sí","Sí",3,12,1,1,0,0,0,500,500,500,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,30,90,90,0,7,"Exclusividad","Me gusta sentirme bien","Nunca estoy familiarizada con las nuevas tendencias","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Dior","Acqua di Gioia","Clinique","No","No","No","Soltera","No","Licenciatura / Ensino Superior","ESTUDIANTE",2
38,"Sí","Sí","Sí",6,12,6,1,0,0,0,500,500,500,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,15,90,90,0,"Exclusividad","He trabajado duro para tenerlos","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","CH","loreal","No","Sí","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",1
35,"Sí","Sí","Sí",3,12,1,1,0,0,0,500,2000,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,90,7,90,0,7,"Prestigio","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Lancomê","212 VIP","Clinique","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",2
24,"Sí","Sí","Sí",1,3,1,1,0,0,1,500,2000,500,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,7,15,30,30,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","MAC","Guess","Clinique","No","No","No","Soltera","No","Posgrado / Pós-graduação","PROFESIONISTA",2
32,"Sí","Sí","Sí",6,3,3,1,0,0,0,500,2000,500,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,30,30,90,30,7,"Calidad excepcional","Me gustan los placeres de la vida","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Estée Lauder","Acqua di Gioia","Clinique","Sí","Sí","No","Soltera","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
31,"Sí","Sí","Sí",3,3,1,1,1,1,0,500,2000,500,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,30,90,90,90,7,"Calidad excepcional","Estoy acostumbrada a ellos","Me gusta adoptar rápidamente las nuevas tendencias","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","Happy","Clinique","Sí","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",2
43,"Sí","Sí","Sí",12,12,12,1,0,0,0,500,500,500,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,30,30,90,0,"Un precio alto","Busco la mejor calidad","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Me gusta adelantarme a las tendencias y ser pionera","Otra. ¿Cuál?","J'adore","Clinique","No","No","No","Soltera","No","Báscio / Ensino Fundamental","EMPLEADA",1
29,"Sí","No","Sí",6,0,3,0,1,0,1,2000,500,500,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,7,90,30,0,7,"Calidad excepcional","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Generalmente estoy poco familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Clinique","Chance","Clinique","No","No","No","Casada","No","Licenciatura / Ensino Superior","PROFESIONISTA",1
43,"Sí","Sí","Sí",1,1,1,1,0,0,0,500,3500,500,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,0,0,0,7,"Un precio alto","Busco la mejor calidad","Adopto algunas de las tendencias después de conocerlas","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","Estée Lauder","perles de lalique","Lancomê","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
49,"Sí","Sí","Sí",3,6,6,1,0,1,0,2000,2000,2000,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,30,90,90,7,"Calidad excepcional","Busco la mejor calidad","Me gusta adoptar rápidamente las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Generalmente estoy poco familiarizada con las nuevas tendencias","Otra. ¿Cuál?","Tomy hilfiguer","Sisley","No","No","No","Divorciada/Separada","Sí","Licenciatura / Ensino Superior","PROFESIONISTA",2
28,"Sí","Sí","Sí",1,12,6,1,0,0,1,500,500,500,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,15,30,90,30,15,"Calidad excepcional","Busco la mejor calidad","Generalmente estoy poco familiarizada con las nuevas tendencias","Nunca estoy familiarizada con las nuevas tendencias","Me gusta adoptar rápidamente las nuevas tendencias","MAC","Lacoste","Clarins","No","No","No","Casada","Sí","Posgrado / Pós-graduação","PROFESIONISTA",2
48,"Sí","Sí","Sí",3,12,3,1,0,0,0,500,500,500,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,15,15,90,0,7,"Prestigio","Me gustan los placeres de la vida","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Adopto algunas de las tendencias después de conocerlas","Otra. ¿Cuál?","J'adore","mary kay","No","No","No","Casada","Sí","Licenciatura / Ensino Superior","AMA DE CASA",1
